Nome,Endereço,Estado,Cidade,País,CEP,Total de Avaliações,Média de Avaliações,Avaliação Google,Avaliação Foursquare,Avaliação Facebook,Avaliação Trip,Posição no Ranking da Cidade,Site,Instagram,Telefone,Tipos de Cozinha,Horário,Faixa de Preço por Pessoa,Preço Médio por Pessoa,Estacionamento,Lugares Ao Ar Livre,Wi-Fi,Reserva,Entrega,Para Viagem,Música,TV,Acessível a cadeiras de rodas,Crianças,Grupos Grandes,Serviço de Garçom
Di Savoia,"Espaço Lisboa - Av. Heráclito Mourão de Miranda, 1406",Minas Gerais,Belo Horizonte,Brasil,31330-200,41,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#394 de 18306 restaurantes em Belo Horizonte,Sem Informação,@di.savoia,+55 31 99691-1011,Italiana,Segunda: 11:30-15:00 16:00-23:00; Terça: 11:30-15:00 16:00-23:00; Quarta: 11:30-15:00 16:00-23:00; Quinta: 11:30-15:00 16:00-23:00; Sexta: 11:30-15:00 16:00-23:00; Sábado: 11:30-15:00 16:00-23:00; Domingo: 11:30-15:00 16:00-23:00,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Casa de Eventos Bar e Restaurante Tamandaré,"Estação Gameleira R. Tamandaré, 261",Minas Gerais,Belo Horizonte,Brasil,30510-115,27,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#114 de 9897 pubs & bares em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98811-5313,Bar de Coquetéis,Segunda: 07:00-14:00; Terça: 07:00-21:00; Quarta: 07:00-21:00; Quinta: 07:00-21:00; Sexta: 07:30-22:30; Sábado: 10:30-17:00; Domingo: 10:30-17:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Minas Lanches & Restaurante 2,"Rua Augusto dos Anjos, 830",Minas Gerais,Belo Horizonte,Brasil,31535-000,147,4.5,4.6,Sem Avaliação,4.5,Sem Avaliação,#396 de 18306 restaurantes em Belo Horizonte,Sem Informação,@2minaslanches,+55 31 3582-8379,Não especificado,Segunda: 18:00-00:00; Terça: 18:00-00:00; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:30-01:00; Sábado: 18:30-01:00; Domingo: 18:30-01:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Marmitex Restaurante Santa Amélia Empório 101,"Av. Guarapari, 46 - Lj. 3",Minas Gerais,Belo Horizonte,Brasil,31560-300,73,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#397 de 18306 restaurantes em Belo Horizonte,Sem Informação,@emporio101.marmitas,+55 31 98250-4061,Não especificado,Segunda: 09:00-15:00; Terça: 09:00-15:00; Quarta: 09:00-15:00; Quinta: 09:00-15:00 18:00-23:00; Sexta: 09:00-15:00 18:00-23:00; Sábado: 09:00-15:00 18:00-23:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante Trem Saboroso,"R. Itapetinga, 421",Minas Gerais,Belo Horizonte,Brasil,31130-143,352,3.7,4.4,Sem Avaliação,3.0,Sem Avaliação,#402 de 18306 restaurantes em Belo Horizonte,Sem Informação,@tremsaboroso_restaurante,+55 31 3442-6635,Não especificado,Segunda: Fechado; Terça: 18:00-23:00; Quarta: 18:00-23:00; Quinta: 18:00-23:00; Sexta: 18:00-23:00; Sábado: 17:00-23:00; Domingo: 17:00-23:00,54.00 À 140.00,97.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
O Favoritto,"Estação Santa Tereza Rua Dr. José Severino de Lima Júnior, 83",Minas Gerais,Belo Horizonte,Brasil,30260-420,70,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#403 de 18306 restaurantes em Belo Horizonte,lojalocal.com,Sem Informação,+55 31 3047-0002,Não especificado,Segunda: 11:00-17:00; Terça: 11:00-00:00; Quarta: 11:00-00:00; Quinta: 11:00-00:00; Sexta: 11:00-00:00; Sábado: 11:00-00:00; Domingo: 11:00-22:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante e Lanchonete Sabor & Arte Café,"Whatsapp:(34) 99843 - 0240__R. Cibipuruna, 120",Minas Gerais,Belo Horizonte,Brasil,31872-780,70,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#67 de 3213 cafés em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3436-5793,Não especificado,Segunda: 11:00-14:00; Terça: 11:00-14:00; Quarta: 11:00-14:00; Quinta: 11:00-14:00 19:00-23:00; Sexta: 11:00-14:00 19:00-23:00; Sábado: 11:00-15:00 21:00-00:00; Domingo: 19:00-23:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Bitts Açaí Burger - Unidade ll,"Estação Santa Efigênia R. Manaus, 774",Minas Gerais,Belo Horizonte,Brasil,30150-350,197,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#405 de 18306 restaurantes em Belo Horizonte,deliverydireto.com.br,Sem Informação,+55 31 2527-3880,"Americana, Fast Food",Segunda: Fechado; Terça: 11:00-23:00; Quarta: 11:00-23:00; Quinta: 11:00-23:00; Sexta: 11:00-23:15; Sábado: 16:00-23:15; Domingo: 16:30-22:30,54.00 À 140.00,97.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Trem Bão Cozinha Mineira,"Estação Lagoinha R. Saturnino de Brito, 17 - LOJA A-4",Belo Horizonte,3º PISO,Minas Gerais,Brasil,112,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#406 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Não especificado,Segunda: 10:30-14:00; Terça: 10:30-14:00; Quarta: 10:30-14:00; Quinta: 10:30-14:00; Sexta: 10:30-14:00; Sábado: 10:30-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Peixesqueira do lu,"Estação Minas Shopping R. Itu, n 1053",Minas Gerais,Belo Horizonte,Brasil,31130-570,112,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#407 de 18306 restaurantes em Belo Horizonte,peixesqueira-do-lu.negocio.site,Sem Informação,+55 31 99799-0435,Brasileira,Segunda: 10:00-00:00; Terça: 10:00-22:30; Quarta: 10:00-00:30; Quinta: 10:00-00:30; Sexta: 10:00-00:30; Sábado: 10:00-00:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Galeto Itália,"Rua Alagoas 1417, Belo Horizonte",Brasil,Minas Gerais,30130-168,Sem Informação,494,3.4,Sem Avaliação,2.9,3.9,3.5,#408 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3225-6444,Italiana,Segunda: 11:30-15:00 18:30-23:00; Terça: 11:30-15:00 18:30-23:00; Quarta: 11:30-15:00 18:30-23:00; Quinta: 11:30-15:00 18:30-23:00; Sexta: 11:30-15:00 18:30-23:00; Sábado: 11:30-16:00 18:30-23:00; Domingo: 11:30-23:00,54.00 À 140.00,97.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
Restaurante Tradição De Minas,"Rua Wilma de Andrade, 237",Minas Gerais,Belo Horizonte,Brasil,30690-810,565,4.5,4.6,Sem Avaliação,4.5,Sem Avaliação,#409 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3385-2345,"Pizza, Opções vegetarianas",Segunda: 17:00-00:00; Terça: 17:00-00:00; Quarta: 17:00-00:00; Quinta: 17:00-00:00; Sexta: 17:00-00:00; Sábado: 17:00-00:00; Domingo: 17:00-00:00,54.00,54.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Sabor Grelhados,"BH Shopping - Loja - 57, Piso Ouro Preto",3049,BR-356,Belo Horizonte,Minas Gerais,286,3.1,3.6,3.2,Sem Avaliação,2.5,#412 de 18306 restaurantes em Belo Horizonte,saborgrelhados.com.br,@saborgrelhados,+55 31 3286-0082,"Brasileira, Sul Americana",Segunda: 10:00-22:00; Terça: 10:00-22:00; Quarta: 10:00-22:00; Quinta: 10:00-22:00; Sexta: 10:00-22:00; Sábado: 10:00-22:00; Domingo: 14:00-20:00,55.00,55.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
1999 Hambúrgueria & Bar,"R. das Amendoeiras, 350",Minas Gerais,Belo Horizonte,Brasil,30570-120,122,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#413 de 18306 restaurantes em Belo Horizonte,Sem Informação,@1999burguerbh,+55 31 99136-1426,Fast Food,Segunda: Fechado; Terça: 18:00-00:00; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 18:00-00:00,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Ceará Restaurante Lanchonete e Mercearia,"Estação Carlos Prates WhatsApp & CEL (31 - 972671950 - R. Ouro Preto, 912",Minas Gerais,Belo Horizonte,Brasil,30170-040,178,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#414 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3292-7023,Não especificado,Segunda: 06:00-18:00; Terça: 06:00-18:00; Quarta: 06:00-18:00; Quinta: 06:00-18:00; Sexta: 06:00-18:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Canto de Minas,"Av. Afonso Pena, 4144",Minas Gerais,Belo Horizonte,Brasil,30310-390,82,4.6,4.3,Sem Avaliação,4.9,Sem Avaliação,#415 de 18306 restaurantes em Belo Horizonte,restaurantecantodeminas.placeweb.site,Sem Informação,+55 31 3287-1767,Brasileira,Segunda: 07:00-16:00; Terça: 07:00-16:00; Quarta: 07:00-16:00; Quinta: 07:00-16:00; Sexta: 07:00-16:00; Sábado: 07:00-16:00; Domingo: Fechado,54.00 À 140.00,97.0,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Restaurante Dedo de Moça,"Estação Calafate Rua Minerva, 610 - loja 2",Minas Gerais,Belo Horizonte,Brasil,30720-580,68,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#416 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98854-0505,Não especificado,Segunda: 11:30-14:00; Terça: 11:00-14:00; Quarta: 11:30-14:00; Quinta: 11:30-14:00; Sexta: 11:30-14:00; Sábado: 11:30-15:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Espeto Castelo,"Av. Pres. Tancredo Neves, 4273",Minas Gerais,Belo Horizonte,Brasil,31330-572,1224,3.7,4.1,3.5,3.6,3.5,#417 de 18306 restaurantes em Belo Horizonte,Sem Informação,@espeto_castelo_bh,+55 31 3441-1952,Churrasco,Segunda: Fechado; Terça: 17:15-00:00; Quarta: 17:15-00:00; Quinta: 17:15-00:00; Sexta: 17:15-00:00; Sábado: 11:00-00:00; Domingo: 11:00-00:00,54.00 À 140.00,97.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Espetinho do Paulo,"Estação Lagoinha Rua Javari, 97",Minas Gerais,Belo Horizonte,Brasil,31110-752,75,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#419 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99090-4951,Não especificado,Segunda: 16:00-21:00; Terça: 16:00-21:00; Quarta: 16:00-21:00; Quinta: 16:00-21:00; Sexta: 16:00-21:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Projeto Sabor Anchieta,"R. Francisco Deslandes, 755",Minas Gerais,Belo Horizonte,Brasil,30310-530,173,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#420 de 18306 restaurantes em Belo Horizonte,projetosabor.com.br,Sem Informação,Sem Informação,Não especificado,Segunda: 11:00-22:00; Terça: 11:00-22:00; Quarta: 11:00-22:00; Quinta: 11:00-22:00; Sexta: 11:00-22:00; Sábado: 11:00-22:00; Domingo: 11:00-22:00,55.00 À 140.00,97.5,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Marmitex Grajaú e Gutierrez,"R. Eduardo Prado, 322",Minas Gerais,Belo Horizonte,Brasil,30441-130,25,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#421 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98890-7136,Não especificado,Segunda: 11:00-14:00; Terça: 11:00-14:00; Quarta: 11:00-14:00; Quinta: 11:00-14:00; Sexta: 11:00-14:00; Sábado: 11:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
Hamburgueria Convik - hamburguer artesanal,"Av. João Luis Pinto, 771",Minas Gerais,Belo Horizonte,Brasil,33944-195,25,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#422 de 18306 restaurantes em Belo Horizonte,pedido.anota.ai,Sem Informação,+55 31 97572-4566,Grelhada,Segunda: 16:00-23:00; Terça: Fechado; Quarta: 16:00-23:00; Quinta: 16:00-23:00; Sexta: 16:00-23:00; Sábado: 16:00-23:00; Domingo: 16:00-23:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Luci's Restaurante,"Rua das Canoas, 1040",Minas Gerais,Belo Horizonte,Brasil,30580-040,25,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#423 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98868-7985,Não especificado,Segunda: 11:30-14:00; Terça: 11:30-14:00; Quarta: 11:30-14:00; Quinta: 11:30-14:00; Sexta: 11:30-14:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pizzaria Mio que ta teno,"Av. Flor de Seda, 876",Minas Gerais,Belo Horizonte,Brasil,30690-580,297,4.4,4.4,Sem Avaliação,Sem Avaliação,Sem Avaliação,#424 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99494-3000,Pizza,Segunda: 17:30-00:00; Terça: Fechado; Quarta: 17:30-00:00; Quinta: 17:30-00:00; Sexta: 17:30-00:00; Sábado: 17:30-00:00; Domingo: 17:30-00:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante da Regina,"R. Icaraí, 894",Minas Gerais,Belo Horizonte,Brasil,30770-160,383,4.1,4.6,3.6,Sem Avaliação,4.0,#426 de 18306 restaurantes em Belo Horizonte,facebook.com,Sem Informação,+55 31 3412-5944,Brasileira,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: 11:00-14:30; Domingo: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Nashy Sushi Prime,"R. Irmão Gonçalves Xavier, 46",Minas Gerais,Belo Horizonte,Brasil,30330-030,4339,4.0,4.9,3.8,3.4,4.0,#3 de 495 restaurantes de sushi em Belo Horizonte,nashysushi.com,@nashysushi_,+55 31 3347-6038,"Japonesa, Sushi",Segunda: 11:30-15:00 18:30-23:00; Terça: 11:30-15:00 18:30-23:00; Quarta: 11:30-15:00 18:30-23:00; Quinta: 11:30-15:00 18:30-23:00; Sexta: 11:30-15:00 18:30-23:00; Sábado: 12:00-23:00; Domingo: 12:00-22:00,55.00 À 140.00,97.5,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Projeto Sabor,"Av. Luiz Paulo Franco, 466",Belo Horizonte,Belvedere,Minas Gerais,Brasil,905,4.5,4.6,4.3,Sem Avaliação,4.5,#428 de 18306 restaurantes em Belo Horizonte,delivery.projetosabor.com.br,@reel,+55 31 2127-2923,"Brasileira, Comida Saudável, Opções vegetarianas",Segunda: 11:00-22:00; Terça: 11:00-22:00; Quarta: 11:00-22:00; Quinta: 11:00-22:00; Sexta: 11:00-22:00; Sábado: 11:00-22:00; Domingo: 11:00-22:00,55.00 À 140.00,97.5,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Polpa Rica Sucos e Lanches,"Estação Vilarinho Av. João Samaha, 751",Minas Gerais,Belo Horizonte,Brasil,31520-100,24,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#429 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3274-8261,Não especificado,Segunda: 08:00-19:00; Terça: 08:00-19:00; Quarta: 08:00-19:00; Quinta: 08:00-19:00; Sexta: 08:00-19:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Tia Luzia,"R. Padre Argemiro Moreira, 41a",Minas Gerais,Belo Horizonte,Brasil,31995-162,24,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#430 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99972-8141,Não especificado,Segunda: 11:30-14:30; Terça: 11:30-14:30; Quarta: 11:30-14:30; Quinta: 11:30-14:30; Sexta: 11:30-14:30; Sábado: 11:30-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Lá Ele Bar,"Estação Floramar Av. Gen. Carlos Guedes, 165",Minas Gerais,Belo Horizonte,Brasil,31720-500,64,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#431 de 18306 restaurantes em Belo Horizonte,Sem Informação,@acarajedaaleoficial,+55 31 97132-1361,Não especificado,Segunda: Fechado; Terça: 17:00-23:00; Quarta: 17:00-23:00; Quinta: 17:00-23:00; Sexta: 17:00-23:00; Sábado: 14:00-23:00; Domingo: 11:00-15:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
CEVA Restaurante e Cervejaria,"Estação Santa Tereza Rua Silvianópolis, 355",Minas Gerais,Belo Horizonte,Brasil,31010-410,63,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#433 de 18306 restaurantes em Belo Horizonte,Sem Informação,@cevabh,+55 31 99946-3017,Não especificado,Segunda: Fechado; Terça: 11:00-14:00; Quarta: 11:00-14:00 17:00-23:00; Quinta: 11:00-14:00 17:00-23:00; Sexta: 11:00-14:00 17:00-23:00; Sábado: 12:00-23:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante irmãos Vitor,"Estação Minas Shopping R. José Sérgio de Paula, 237",Minas Gerais,Belo Horizonte,Brasil,31910-270,63,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#434 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98413-9680,Não especificado,Segunda: 08:00-15:00; Terça: 08:00-15:00; Quarta: 08:00-15:00; Quinta: 08:00-15:00; Sexta: 08:00-15:00; Sábado: 08:00-15:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Casa Mia Restaurante e Lanchonete Ltda.,"R. Barão de Monte Alto, 100",Minas Gerais,Belo Horizonte,Brasil,30626-240,163,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#435 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3234-1618,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
João da Pizza - Rodízio Da Pizza,"R. José Maria do Nascimento, 113",Minas Gerais,Belo Horizonte,Brasil,30668-560,264,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#436 de 18306 restaurantes em Belo Horizonte,joaodapizza.com.br,@joaodapizzaoficial,+55 31 3385-6778,"Pizza, Opções vegetarianas",Segunda: 10:30-23:30; Terça: 10:30-23:30; Quarta: 10:30-23:30; Quinta: 10:30-23:30; Sexta: 10:30-23:45; Sábado: 10:30-23:45; Domingo: 17:00-23:45,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Lêda Salgados BH,"Estação Santa Tereza Av. Mem de Sá, 776",Minas Gerais,Belo Horizonte,Brasil,30260-270,23,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#437 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99150-1921,Não especificado,Segunda: 08:00-18:00; Terça: 08:00-18:00; Quarta: 08:00-18:00; Quinta: 08:00-18:00; Sexta: 08:00-18:00; Sábado: 08:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pikerê Pizzaria Delivery em BH,"R. Maj. Lopes, 54",Minas Gerais,Belo Horizonte,Brasil,30330-050,23,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#438 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3070-4500,Pizza,Segunda: Fechado; Terça: 18:00-23:45; Quarta: 18:00-23:45; Quinta: 18:00-23:45; Sexta: 18:00-23:45; Sábado: 18:00-23:45; Domingo: 18:00-23:45,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Ideal Leve Marmita Saudável,"Estação Floramar R. Guadalupe, 64",Minas Gerais,Belo Horizonte,Brasil,31710-490,23,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#439 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99994-7223,Não especificado,Segunda: 09:00-18:00; Terça: 09:00-18:00; Quarta: 09:00-18:00; Quinta: 09:00-18:00; Sexta: 09:00-18:00; Sábado: 09:00-12:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
Maximo Sabor Fit BH,"R. Rad. Mario Rosa, 42",Minas Gerais,Belo Horizonte,Brasil,31478-550,23,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#440 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99496-2307,Não especificado,Segunda: 08:00-14:00; Terça: 08:00-18:00; Quarta: 08:00-18:00; Quinta: 08:00-18:00; Sexta: 08:00-18:00; Sábado: 08:00-18:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Garagge Vintage,"Estação Vilarinho Av. Dr. Cristiano Guimarães, 1258",Minas Gerais,Belo Horizonte,Brasil,31720-300,2744,4.3,4.6,Sem Avaliação,4.0,Sem Avaliação,#442 de 18306 restaurantes em Belo Horizonte,Sem Informação,@garaggevintage,+55 31 99977-8888,Não especificado,Segunda: 17:00-23:00; Terça: 17:00-23:00; Quarta: 17:00-23:00; Quinta: 17:00-23:00; Sexta: 17:00-01:00; Sábado: 11:00-01:00; Domingo: 11:00-22:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Via 1480,"Av. Professor Mário Werneck, 1480 - Lj 123",Minas Gerais,Belo Horizonte,Brasil,30455-610,61,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#443 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 2535-7644,Não especificado,Segunda: 11:00-13:30; Terça: 11:00-13:30; Quarta: 11:00-13:30; Quinta: 11:00-13:30; Sexta: 11:00-13:30; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Leo da Quadra restaurante,"R. Oliveira Lisboa, 107",Minas Gerais,Belo Horizonte,Brasil,30640-470,258,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#444 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99673-9688,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30 18:00-23:00; Sexta: 11:00-23:00; Sábado: 11:00-23:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
La Castelle,"Av. Altamiro Avelino Soares, 486",Minas Gerais,Belo Horizonte,Brasil,31330-000,330,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#445 de 18306 restaurantes em Belo Horizonte,Sem Informação,@la.castelle,+55 31 99505-4939,Não especificado,Segunda: 12:00-15:00; Terça: 12:00-15:00 18:00-23:00; Quarta: 12:00-15:00 18:00-23:00; Quinta: 12:00-15:00 18:00-23:00; Sexta: 12:00-15:00 18:00-00:00; Sábado: 12:00-00:00; Domingo: 12:00-18:00,54.00 À 140.00,97.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Expresso Burguer Barreiro,"Rua Jaíro Dumont Oliveira, 370 Diamante (Barreiro",Minas Gerais,Belo Horizonte,Brasil,30660-316,274,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#446 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 97576-2411,Fast Food,Segunda: 18:30-01:00; Terça: Fechado; Quarta: 18:30-01:00; Quinta: 18:30-01:00; Sexta: 18:30-01:30; Sábado: 18:30-01:30; Domingo: 18:30-01:00,54.00,54.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Kantina Vip,"Estação Minas Shopping R. Maura, 569",Minas Gerais,Belo Horizonte,Brasil,31160-260,37,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#447 de 18306 restaurantes em Belo Horizonte,Sem Informação,@kantinavip,+55 31 98713-7853,Não especificado,Segunda: 10:30-23:00; Terça: 10:30-23:00; Quarta: 10:30-23:00; Quinta: 10:30-23:00; Sexta: 10:30-23:00; Sábado: 10:30-23:00; Domingo: 10:30-23:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
